key	pt	uses	files
panel_pelo_brilho_invertido	Pelo brilho, invertido	1	1
panel_perpendicular_caminho	Perpendicular ao caminho	1	1
panel_petalas	Pétalas	1	1
panel_pivo_x	Pivô em X	1	1
panel_pivo_y	Pivô em Y	1	1
panel_poeira_luz	Poeira de luz	1	1
panel_pontas	Pontas	3	2
panel_posicao_x	Posição X	2	2
panel_posicao_y	Posição Y	2	2
panel_preencher	Preencher	3	3
panel_preencher_tudo	Preencher tudo	1	1
panel_preenchimento	Preenchimento	1	1
panel_preenchimento_6e8f	preenchimento	1	1
panel_preset_sai_deste_aparelho	O preset sai deste aparelho.	1	1
panel_presets	Presets	2	2
panel_profundidade_z	Profundidade Z	1	1
panel_proxima_forma	Próxima forma	1	1
panel_proximo_keyframe	Próximo keyframe	1	1
panel_quadradas	Quadradas	1	1
panel_quadros_camera_lenta	Quadros na câmera lenta	1	1
panel_raio	Raio	3	2
panel_raio_externo	Raio externo	1	1
panel_raio_fundo	raio do fundo	1	1
panel_raio_interno	Raio interno	2	2
panel_raio_interno_75cf	raio interno	1	1
panel_rampa_ligada_som_video_seguem_mesma	Com a rampa ligada, som e vídeo seguem a mesma mudança de velocidade.	1	1
panel_rapido	Rápido	1	1
panel_rastreando	Rastreando…	1	1
panel_rastrear_ponto	Rastrear um ponto	1	1
panel_rastreio	Rastreio	1	1
panel_recorte_outra_camada	Recorte por outra camada	1	1
panel_redefinir	Redefinir	1	1
panel_redefinir_efeito	Redefinir efeito	1	1
panel_redondas	Redondas	1	1
panel_redondo	Redondo	1	1
panel_redondos	Redondos	1	1
panel_reforco	Reforço	1	1
panel_remover	Remover	2	2
panel_remover_efeito	Remover efeito	2	1
panel_remover_ponto	Remover ponto	1	1
panel_repetir_copias	Repetir (cópias)	1	1
panel_repetir_quadro	Repetir quadro	1	1
panel_resultado_agora	Resultado agora: 	1	1
panel_retangulo	Retângulo	1	1
panel_retangulo_meio_camada_pronto_ajustar	Um retângulo no meio da camada, pronto para ajustar.	1	1
panel_retas	Retas	1	1
panel_rotacao	Rotação	2	1
panel_saida_suave	Saída suave	1	1
panel_saida_suave_9ac9	saída suave	1	1
panel_salvar	Salvar	1	1
panel_salvar_camada_como_preset	Salvar o da camada como preset	1	1
panel_salvar_curva_como_preset	Salvar curva como preset	2	1
panel_salvar_desta_camada	Salvar o desta camada	1	1
panel_seco	Seco	1	1
panel_seguir_posicao	Seguir posição	1	1
panel_seguir_posicao_tamanho_giro	Seguir posição, tamanho e giro	1	1
panel_selecionar	Selecionar	1	1
panel_selecione_camada_particulas	Selecione uma camada de partículas.	1	1
panel_selecione_camada_texto	Selecione uma camada de texto.	1	1
panel_sem_chave_servico_transcricao_use_arquivo	Sem a chave do serviço de transcrição: use um arquivo de legenda (.srt), ou coloque a chave em Ajustes › Legendas. O áudio só sai do aparelho quando você toca em Gerar legendas.	1	1
panel_sem_rampa	Sem rampa	1	1
panel_sintaxe_ok_toque_aplicar	Sintaxe ok · toque em Aplicar	1	1
panel_sobe	Sobe	1	1
panel_solo	Solo	1	1
panel_soltar_largura_altura	Soltar largura e altura	1	1
panel_soltar_proporcao	Soltar proporção	1	1
panel_som	Som	2	2
panel_somar	Somar	1	1
panel_sombra	Sombra	1	1
panel_sombra_x	sombra x	1	1
panel_sombra_y	sombra y	1	1
panel_sorteado	Sorteado	1	1
panel_sua	Sua	1	1
panel_suave	Suave	3	3
panel_suavizar	Suavizar	1	1
panel_subtrair	Subtrair	2	2
panel_tamanho	Tamanho	2	2
panel_tamanho_final	Tamanho final	1	1
panel_tamanho_fixo	Tamanho fixo	1	1
panel_tamanho_forma	tamanho da forma	2	1
panel_tamanho_inicial	Tamanho inicial	1	1
panel_tamanho_texto	tamanho do texto	1	1
panel_tempo_velocidade	Tempo e velocidade	1	1
panel_texto	Texto	1	1
panel_texto_caminho	Texto no caminho	1	1
panel_tirar_favoritos	Tirar dos favoritos	1	1
panel_tirar_keyframe_daqui	Tirar o keyframe daqui	1	1
panel_toque_curva_criar_ponto_arraste_mudar	Toque na curva para criar um ponto, arraste para mudar o tempo, segure para apagar.	1	1
panel_toque_num_detalhe_contraste_canto_luz	Toque num detalhe com contraste (canto, luz, marca). Depois de escolher, o rastreio roda sozinho.	1	1
panel_toque_num_keyframe_timeline_npara_editar	Toque num keyframe da timeline\npara editar a curva.	1	1
panel_toque_palco_pontos_arraste_curvar	Toque no palco para pôr pontos; arraste ao pôr para curvar.	1	1
panel_toque_palco_pontos_arraste_curvar_toque	Toque no palco para pôr pontos; arraste ao pôr para curvar. Toque no 1º ponto (ou em Fechar caminho) para fechar — a máscara só recorta fechada.	1	1
panel_toque_preset_guardar_aqui	Toque na ☆ de um preset para guardar aqui.	1	1
panel_tracejado	Tracejado	1	1
panel_tracejado_aparece_borda_ligue_borda	O tracejado aparece na borda: ligue a Borda.	1	1
panel_traco	Traço	1	1
panel_transcrever_novo	Transcrever de novo	1	1
panel_transformar	Transformar	1	1
panel_travar_largura_altura	Travar largura e altura	1	1
panel_trecho_escolhido	Trecho escolhido	1	1
panel_triangulo	Triângulo	1	1
panel_trocar_forma	trocar forma	1	1
panel_trocas_segundo	Trocas por segundo	1	1
panel_ultimos_10_presets_aplicados_aparecem_aqui	Os últimos 10 presets aplicados aparecem aqui.	1	1
panel_unir	Unir	1	1
panel_usando_valor_keyframes	 — usando o valor dos keyframes	1	1
panel_usar_imagem_ambiente_hdr	Usar imagem de ambiente (.hdr)	1	1
panel_varios_caminhos	Com vários caminhos	1	1
panel_velocidade	Velocidade	1	1
panel_velocidade_vale_video_audio_nas_outras	A velocidade vale para vídeo e áudio. Nas outras camadas, aproxime ou afaste os keyframes para animar mais rápido ou mais devagar.	1	1
panel_vetor	Vetor	2	2
panel_vivos	Vivos	1	1
panel_voltar	Voltar	1	1
panel_voltar_ferramentas	Voltar às ferramentas	2	2
panel_voltar_ferramentas_camada	Voltar às ferramentas da camada	1	1
panel_voltar_padrao	Voltar ao padrão	2	2
panel_volume	Volume	2	1
panel_volume_sobe_desce_forma_natural_sem	O volume sobe e desce de forma natural, sem buraco no meio do som.	1	1
panel_x_largura	x · largura	1	1
panel_y_altura	y · altura	1	1
